WELSH TERRIER,Large and medium sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/078g03.jpg
GRIFFON BRUXELLOIS,Small Belgian Dogs,BELGIUM,http://www.fci.be/Nomenclature/Illustrations/080g09-1.jpg
GRIFFON BELGE,Small Belgian Dogs,BELGIUM,
PETIT BRABANÇON,Small Belgian Dogs,BELGIUM,
SCHIPPERKE,Sheepdogs,BELGIUM,
BLOODHOUND,Scent hounds,BELGIUM,
WEST HIGHLAND WHITE TERRIER,Small sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/085g03.jpg
YORKSHIRE TERRIER,Toy Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/086g03.jpg
CATALAN SHEEPDOG,Sheepdogs,SPAIN,
SHETLAND SHEEPDOG,Sheepdogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/088g01.jpg
IBIZAN PODENCO,Primitive type - Hunting Dogs,SPAIN,
BURGOS POINTING DOG,Continental Pointing Dogs,SPAIN,
SPANISH MASTIFF,Molossian type,SPAIN,
PYRENEAN MASTIFF,Molossian type,SPAIN,
PORTUGUESE SHEEPDOG,Sheepdogs,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/093g01.jpg
PORTUGUESE WARREN HOUND-PORTUGUESE PODENGO,Primitive type - Hunting Dogs,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/094g05-1.jpg
BRITTANY SPANIEL,Continental Pointing Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/095g07.jpg
RAFEIRO OF ALENTEJO,Molossian type,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/096g02.jpg
GERMAN SPITZ,European Spitz,GERMANY,http://www.fci.be/Nomenclature/Illustrations/097g05-1.jpg
GERMAN WIRE- HAIRED POINTING DOG,Continental Pointing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/098g07.jpg
WEIMARANER,Continental Pointing Dogs,GERMANY,
WESTPHALIAN DACHSBRACKE,Scent hounds,GERMANY,
FRENCH BULLDOG,Small Molossian type Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/101g09.jpg
KLEINER MÜNSTERLÄNDER,Continental Pointing Dogs,GERMANY,
GERMAN HUNTING TERRIER,Large and medium sized Terriers,GERMANY,http://www.fci.be/Nomenclature/Illustrations/103g03-1.jpg
GERMAN SPANIEL,Flushing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/104g08.jpg
FRENCH WATER DOG,Water Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/105g08.jpg
BLUE PICARDY SPANIEL,Continental Pointing Dogs,FRANCE,
WIRE-HAIRED POINTING GRIFFON KORTHALS,Continental Pointing Dogs,FRANCE,
PICARDY SPANIEL,Continental Pointing Dogs,FRANCE,
CLUMBER SPANIEL,Flushing Dogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/109g08.jpg
CURLY COATED RETRIEVER,Retrievers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/110g08.jpg
GOLDEN RETRIEVER,Retrievers,GREAT BRITAIN,
BRIARD,Sheepdogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/113g01.jpg
PONT-AUDEMER SPANIEL,Continental Pointing Dogs,FRANCE,
SAINT GERMAIN POINTER,Continental Pointing Dogs,FRANCE,
DOGUE DE BORDEAUX,Molossian type,FRANCE,http://www.fci.be/Nomenclature/Illustrations/116g02.jpg
DEUTSCH LANGHAAR,Continental Pointing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/117g07.jpg
LARGE MUNSTERLANDER,Continental Pointing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/118g07.jpg
GERMAN SHORT- HAIRED POINTING DOG,Continental Pointing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/119g07.jpg
IRISH RED SETTER,British and Irish Pointers and Setters,IRELAND,
FLAT COATED RETRIEVER,Retrievers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/121g08.jpg
LABRADOR RETRIEVER,Retrievers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/122g08.jpg
FIELD SPANIEL,Flushing Dogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/123g08.jpg
IRISH WATER SPANIEL,Water Dogs,IRELAND,
ENGLISH SPRINGER SPANIEL,Flushing Dogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/125g08.jpg
WELSH SPRINGER SPANIEL,Flushing Dogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/126g08.jpg
SUSSEX SPANIEL,Flushing Dogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/127g08.jpg
KING CHARLES SPANIEL,English Toy Spaniels,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/128g09.jpg
SMÅLANDSSTÖVARE,Scent hounds,SWEDEN,http://www.fci.be/Nomenclature/Illustrations/129g06.jpg
DREVER,Scent hounds,SWEDEN,http://www.fci.be/Nomenclature/Illustrations/130g06.jpg
SCHILLERSTÖVARE,Scent hounds,SWEDEN,http://www.fci.be/Nomenclature/Illustrations/131g06.jpg
HAMILTONSTÖVARE,Scent hounds,SWEDEN,http://www.fci.be/Nomenclature/Illustrations/132g06.jpg
FRENCH POINTING DOG - GASCOGNE TYPE,Continental Pointing Dogs,FRANCE,
FRENCH POINTING DOG - PYRENEAN TYPE,Continental Pointing Dogs,FRANCE,
SWEDISH LAPPHUND,Nordic Watchdogs and Herders,SWEDEN,
CAVALIER KING CHARLES SPANIEL,English Toy Spaniels,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/136g09.jpg
PYRENEAN MOUNTAIN DOG,Molossian type,FRANCE,http://www.fci.be/Nomenclature/Illustrations/137g02.jpg
PYRENEAN SHEEPDOG - SMOOTH FACED,Sheepdogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/138g01.jpg
IRISH TERRIER,Large and medium sized Terriers,IRELAND,
BOSTON TERRIER,Small Molossian type Dogs,UNITED STATES OF AMERICA,
LONG-HAIRED PYRENEAN SHEEPDOG,Sheepdogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/141g01.jpg
SLOVAKIAN CHUVACH,Sheepdogs,SLOVAKIA,
DOBERMANN,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/143g02.jpg
BOXER,Molossian type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/144g02.jpg
LEONBERGER,Molossian type,GERMANY,
RHODESIAN RIDGEBACK,Related breeds,SOUTH AFRICA,
ROTTWEILER,Molossian type,GERMANY,
DACHSHUND,None,GERMANY,http://www.fci.be/Nomenclature/Illustrations/148g04-1.jpg
BULLDOG,Molossian type,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/149g02.jpg
SERBIAN HOUND,Scent hounds,SERBIA,http://www.fci.be/Nomenclature/Illustrations/150g06.jpg
ISTRIAN SHORT-HAIRED HOUND,Scent hounds,CROATIA,http://www.fci.be/Nomenclature/Illustrations/151g06.jpg
ISTRIAN WIRE-HAIRED HOUND,Scent hounds,CROATIA,http://www.fci.be/Nomenclature/Illustrations/152g06.jpg
DALMATIAN,Related breeds,CROATIA,http://www.fci.be/Nomenclature/Illustrations/153g06.jpg
POSAVATZ HOUND,Scent hounds,CROATIA,http://www.fci.be/Nomenclature/Illustrations/154g06.jpg
BOSNIAN BROKEN-HAIRED HOUND - CALLED BARAK,Scent hounds,BOSNIA AND HERZEGOVINA,http://www.fci.be/Nomenclature/Illustrations/155g06.jpg
COLLIE ROUGH,Sheepdogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/156g01.jpg
BULLMASTIFF,Molossian type,GREAT BRITAIN,
GREYHOUND,Short-haired Sighthounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/158g10.jpg
ENGLISH FOXHOUND,Scent hounds,GREAT BRITAIN,
IRISH WOLFHOUND,Rough-haired Sighthounds,IRELAND,
BEAGLE,Scent hounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/161g06.jpg
WHIPPET,Short-haired Sighthounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/162g10.jpg
BASSET HOUND,Scent hounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/163g06.jpg
DEERHOUND,Rough-haired Sighthounds,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/164g10.jpg
ITALIAN SPINONE,Continental Pointing Dogs,ITALY,
GERMAN SHEPHERD DOG,Sheepdogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/166g01-1.jpg
AMERICAN COCKER SPANIEL,Flushing Dogs,UNITED STATES OF AMERICA,
DANDIE DINMONT TERRIER,Small sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/168g03.jpg
FOX TERRIER (WIRE),Large and medium sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/169g03.jpg
CASTRO LABOREIRO DOG,Molossian type,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/170g02.jpg
BOUVIER DES ARDENNES,Cattledogs (except Swiss Cattledogs),BELGIUM,
POODLE,Poodle,FRANCE,http://www.fci.be/Nomenclature/Illustrations/172g09.jpg
ESTRELA MOUNTAIN DOG,Molossian type,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/173g02.jpg
FRENCH SPANIEL,Continental Pointing Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/175g07.jpg
PICARDY SHEEPDOG,Sheepdogs,FRANCE,
ARIEGE POINTING DOG,Continental Pointing Dogs,FRANCE,
BOURBONNAIS POINTING DOG,Continental Pointing Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/179g07.jpg
AUVERGNE POINTER,Continental Pointing Dogs,FRANCE,http://www.fci.be/Nomenclature/Illustrations/180g07.jpg
GIANT SCHNAUZER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/181g02.jpg
SCHNAUZER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/182g02.jpg
MINIATURE SCHNAUZER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/183g02.jpg
GERMAN PINSCHER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/184g02.jpg
MINIATURE PINSCHER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/185g02.jpg
AFFENPINSCHER,Pinscher and Schnauzer type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/186g02.jpg
PORTUGUESE POINTING DOG,Continental Pointing Dogs,PORTUGAL,http://www.fci.be/Nomenclature/Illustrations/187g07.jpg
SLOUGHI,Short-haired Sighthounds,MOROCCO,
FINNISH LAPPHUND,Nordic Watchdogs and Herders,FINLAND,
HOVAWART,Molossian type,GERMANY,
BOUVIER DES FLANDRES,Cattledogs (except Swiss Cattledogs),BELGIUM,http://www.fci.be/en/nomenclature/BOUVIER-DES-FLANDRES-191.html
KROMFOHRLÄNDER,Kromfohrländer,GERMANY,http://www.fci.be/Nomenclature/Illustrations/192g09.jpg
BORZOI - RUSSIAN HUNTING SIGHTHOUND,Long-haired or fringed Sighthounds,RUSSIA,http://www.fci.be/Nomenclature/Illustrations/193g10.jpg
BERGAMASCO SHEPHERD DOG,Sheepdogs,ITALY,http://www.fci.be/Nomenclature/Illustrations/194g01-1.jpg
ITALIAN VOLPINO,European Spitz,ITALY,
BOLOGNESE,Bichons and related breeds,ITALY,
NEAPOLITAN MASTIFF,Molossian type,ITALY,
ITALIAN ROUGH-HAIRED SEGUGIO,Scent hounds,ITALY,http://www.fci.be/Nomenclature/Illustrations/198g06.jpg
CIRNECO DELL'ETNA,Primitive type - Hunting Dogs,ITALY,
ITALIAN GREYHOUND,Short-haired Sighthounds,ITALY,
MAREMMA AND THE ABRUZZES SHEEPDOG,Sheepdogs,ITALY,
ITALIAN POINTING DOG,Continental Pointing Dogs,ITALY,
NORWEGIAN HOUND,Scent hounds,NORWAY,http://www.fci.be/Nomenclature/Illustrations/203g06.jpg
SPANISH HOUND,Scent hounds,SPAIN,
CHOW CHOW,Asian Spitz and related breeds,CHINA,http://www.fci.be/Nomenclature/Illustrations/205g05.jpg
JAPANESE CHIN,Japan Chin and Pekingese,JAPAN,http://www.fci.be/Nomenclature/Illustrations/206g09.jpg
PEKINGESE,Japan Chin and Pekingese,CHINA,http://www.fci.be/Nomenclature/Illustrations/207g09.jpg
SHIH TZU,Tibetan breeds,Tibet (China),http://www.fci.be/Nomenclature/Illustrations/208g09.jpg
TIBETAN TERRIER,Tibetan breeds,Tibet (China),http://www.fci.be/Nomenclature/Illustrations/209g09.jpg
SAMOYED,Nordic Sledge Dogs,NORTHERN RUSSIA,http://www.fci.be/en/nomenclature/SAMOYED-212.html
HANOVERIAN SCENTHOUND,Leash (scent) Hounds,GERMANY,http://www.fci.be/Nomenclature/Illustrations/213g06-1.jpg
HELLENIC HOUND,Scent hounds,GREECE,
BICHON FRISE,Bichons and related breeds,BELGIUM,http://www.fci.be/en/nomenclature/BICHON-FRISE-215.html
PUDELPOINTER,Continental Pointing Dogs,GERMANY,
BAVARIAN MOUNTAIN SCENT HOUND,Leash (scent) Hounds,GERMANY,http://www.fci.be/Nomenclature/Illustrations/217g06.jpg
CHIHUAHUA,Chihuahueno,MEXICO,http://www.fci.be/Nomenclature/Illustrations/218g09-1.jpg
FRENCH TRICOLOUR HOUND,Scent hounds,FRANCE,
FRENCH WHITE & BLACK HOUND,Scent hounds,FRANCE,http://www.fci.be/Nomenclature/Illustrations/220g06.jpg
FRISIAN WATER DOG,Water Dogs,THE NETHERLANDS,
STABIJHOUN,Continental Pointing Dogs,THE NETHERLANDS,http://www.fci.be/Nomenclature/Illustrations/222g07-1.jpg
DUTCH SHEPHERD DOG,Sheepdogs,THE NETHERLANDS,http://www.fci.be/Nomenclature/Illustrations/223g01-1.jpg
DRENTSCHE PARTRIDGE DOG,Continental Pointing Dogs,THE NETHERLANDS,
FILA BRASILEIRO,Molossian type,BRAZIL,http://www.fci.be/Nomenclature/Illustrations/225g02.jpg
LANDSEER (EUROPEAN CONTINENTAL TYPE),Molossian type,GERMANY,http://www.fci.be/en/nomenclature/LANDSEER-EUROPEAN-CONTINENTAL-TYPE-226.html
LHASA APSO,Tibetan breeds,Tibet (China),http://www.fci.be/Nomenclature/Illustrations/227g09.jpg
AFGHAN HOUND,Long-haired or fringed Sighthounds,AFGHANISTAN,http://www.fci.be/Nomenclature/Illustrations/228g10.jpg
SERBIAN TRICOLOUR HOUND,Scent hounds,SERBIA,http://www.fci.be/Nomenclature/Illustrations/229g06.jpg
TIBETAN MASTIFF,Molossian type,Tibet (China),
TIBETAN SPANIEL,Tibetan breeds,Tibet (China),http://www.fci.be/Nomenclature/Illustrations/231g09.jpg
DEUTSCH STICHELHAAR,Continental Pointing Dogs,GERMANY,http://www.fci.be/Nomenclature/Illustrations/232g07.jpg
LITTLE LION DOG,Bichons and related breeds,FRANCE,http://www.fci.be/Nomenclature/Illustrations/233g09.jpg
XOLOITZCUINTLE,Primitive type,MEXICO,http://www.fci.be/Nomenclature/Illustrations/234g05-1.jpg
GREAT DANE,Molossian type,GERMANY,http://www.fci.be/Nomenclature/Illustrations/235g02.jpg
AUSTRALIAN SILKY TERRIER,Toy Terriers,AUSTRALIA,http://www.fci.be/Nomenclature/Illustrations/236g03.jpg
NORWEGIAN BUHUND,Nordic Watchdogs and Herders,NORWAY,http://www.fci.be/Nomenclature/Illustrations/237g05.jpg
MUDI,Sheepdogs,HUNGARY,http://www.fci.be/Nomenclature/Illustrations/238g01.jpg
HUNGARIAN WIRE-HAIRED POINTER,Continental Pointing Dogs,HUNGARY,http://www.fci.be/Nomenclature/Illustrations/239g07.jpg
HUNGARIAN GREYHOUND,Short-haired Sighthounds,HUNGARY,http://www.fci.be/Nomenclature/Illustrations/240g10.jpg
HUNGARIAN HOUND - TRANSYLVANIAN SCENT HOUND,Scent hounds,HUNGARY,http://www.fci.be/Nomenclature/Illustrations/241g06.jpg
NORWEGIAN ELKHOUND GREY,Nordic Hunting Dogs,NORWAY,http://www.fci.be/Nomenclature/Illustrations/242g05.jpg
ALASKAN MALAMUTE,Nordic Sledge Dogs,UNITED STATES OF AMERICA,
SLOVAKIAN HOUND,Scent hounds,SLOVAKIA,
BOHEMIAN WIRE-HAIRED POINTING GRIFFON,Continental Pointing Dogs,CZECH REPUBLIC,
CESKY TERRIER,Small sized Terriers,CZECH REPUBLIC,http://www.fci.be/Nomenclature/Illustrations/246g03.jpg
ATLAS MOUNTAIN DOG (AIDI),Molossian type,MOROCCO,
PHARAOH HOUND,Primitive type,MALTA,
MAJORCA MASTIFF,Molossian type,SPAIN,
HAVANESE,Bichons and related breeds,WESTERN MEDITERRANEAN BASIN,
POLISH LOWLAND SHEEPDOG,Sheepdogs,POLAND,http://www.fci.be/Nomenclature/Illustrations/251g01.jpg
TATRA SHEPHERD DOG,Sheepdogs,POLAND,http://www.fci.be/Nomenclature/Illustrations/252g01.jpg
PUG,Small Molossian type Dogs,CHINA,http://www.fci.be/Nomenclature/Illustrations/253g09.jpg
ALPINE DACHSBRACKE,Leash (scent) Hounds,AUSTRIA,
AKITA,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/255g05.jpg
SHIBA,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/257g05.jpg
JAPANESE TERRIER,Small sized Terriers,JAPAN,http://www.fci.be/Nomenclature/Illustrations/259g03.jpg
TOSA,Molossian type,JAPAN,http://www.fci.be/Nomenclature/Illustrations/260g02.jpg
HOKKAIDO,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/261g05.jpg
JAPANESE SPITZ,Asian Spitz and related breeds,JAPAN,http://www.fci.be/Nomenclature/Illustrations/262g05.jpg
CHESAPEAKE BAY RETRIEVER,Retrievers,UNITED STATES OF AMERICA,
MASTIFF,Molossian type,GREAT BRITAIN,
NORWEGIAN LUNDEHUND,Nordic Hunting Dogs,NORWAY,http://www.fci.be/Nomenclature/Illustrations/265g05.jpg
HYGEN HOUND,Scent hounds,NORWAY,http://www.fci.be/Nomenclature/Illustrations/266g06.jpg
HALDEN HOUND,Scent hounds,NORWAY,http://www.fci.be/Nomenclature/Illustrations/267g06.jpg
NORWEGIAN ELKHOUND BLACK,Nordic Hunting Dogs,NORWAY,http://www.fci.be/Nomenclature/Illustrations/268g05.jpg
SALUKI,Long-haired or fringed Sighthounds,MIDDLE EAST,
SIBERIAN HUSKY,Nordic Sledge Dogs,UNITED STATES OF AMERICA,
BEARDED COLLIE,Sheepdogs,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/271g01.jpg
NORFOLK TERRIER,Small sized Terriers,GREAT BRITAIN,http://www.fci.be/Nomenclature/Illustrations/272g03.jpg
CANAAN DOG,Primitive type,ISRAEL,
GREENLAND DOG,Nordic Sledge Dogs,GREENLAND,http://www.fci.be/Nomenclature/Illustrations/274g05.jpg
NORRBOTTENSPITZ,Nordic Hunting Dogs,SWEDEN,http://www.fci.be/Nomenclature/Illustrations/276g05.jpg
CROATIAN SHEPHERD DOG,Sheepdogs,CROATIA,http://www.fci.be/Nomenclature/Illustrations/277g01.jpg
KARST SHEPHERD DOG,Molossian type,SLOVENIA,http://www.fci.be/Nomenclature/Illustrations/278g02.jpg
MONTENEGRIN MOUNTAIN HOUND,Scent hounds,MONTENEGRO,http://www.fci.be/Nomenclature/Illustrations/279g06.jpg
OLD DANISH POINTING DOG,Continental Pointing Dogs,DENMARK,
GRAND GRIFFON VENDEEN,Scent hounds,FRANCE,http://www.fci.be/Nomenclature/Illustrations/282g06.jpg
COTON DE TULEAR,Bichons and related breeds,MADAGASCAR,
LAPPONIAN HERDER,Nordic Watchdogs and Herders,FINLAND,
SPANISH GREYHOUND,Short-haired Sighthounds,SPAIN,
